,IDCode,Year,Month,CO_MEAN,NO2_MEAN,PM2_5_MEAN,PM10_MEAN,SO2_MEAN,LSTA_MEAN,LSTT_MEAN,NTL_MEAN,O3_MEAN,GridProd_Steel_tot,GridProd_Iron_tot,Polygon_ID,Centroid_Long,Centroid_Lat
19,915677,2020,8,1.01999998093,21.5,22.6000003815,36.9000015259,21.8999996185,29593.5483871,29534.3870968,9.32833341757,94.8000030518,26.9518158739024,28.1922516520228,3598,101.69922624799632,26.5488075663456
20,915677,2020,9,1.07999992371,23.0,27.7000007629,43.0,25.3999996185,29486.6666667,29454.2666667,10.4500000874,78.0999984741,26.2762733844096,27.3652944666092,3598,101.69922624799632,26.5488075663456
21,915677,2020,10,1.02999997139,24.3999996185,25.2000007629,42.4000015259,27.3000011444,29183.8709677,29326.3225806,5.30333324273,66.0,26.2093014996754,27.2342625182162,3598,101.69922624799632,26.5488075663456
22,915677,2020,11,1.69999992847,36.0,38.6000022888,62.7999992371,25.1000003815,28640.0,28772.9333333,10.9066668351,66.5999984741,25.551229936635,26.745076577549,3598,101.69922624799632,26.5488075663456
23,915677,2020,12,2.03999996185,44.0,52.6000022888,81.3000030518,28.3999996185,28293.5483871,28443.2258065,10.6099996567,73.90000152589998,23.818696396772,24.7242727512214,3598,101.69922624799632,26.5488075663456
24,915677,2021,1,1.65999996662,40.2999992371,56.7000007629,82.3000030518,26.6000003815,28035.483871,28391.9677419,10.730000178,87.0999984741,27.4410018145696,28.3494899900944,3598,101.69922624799632,26.5488075663456
25,915677,2021,2,1.57999992371,32.7999992371,43.2000007629,59.0,34.1000022888,28378.5714286,28727.8571429,11.0533331235,102.5,22.5549660500484,23.1868312234102,3598,101.69922624799632,26.5488075663456
26,915677,2021,3,1.54999995232,34.4000015259,53.9000015259,74.3000030518,29.1000003815,28906.4516129,29242.2903226,10.6933334271,124.5,23.3003922453508,23.964287450542,3598,101.69922624799632,26.5488075663456
27,915677,2021,4,1.12999999523,30.7000007629,40.2999992371,58.2999992371,22.7000007629,29390.0,29579.5,11.5800000827,139.100006104,27.1294369595018,27.7554784907128,3598,101.69922624799632,26.5488075663456
28,915677,2021,5,0.77999997139,24.0,20.5,33.1000022888,15.3000001907,30225.8064516,29821.0645161,11.1116668383,135.300003052,27.720536637808,28.5911711393526,3598,101.69922624799632,26.5488075663456
29,915677,2021,6,0.77999997139,21.8000011444,20.7000007629,31.6000003815,24.7000007629,30043.3333333,29851.3,1.14000002543,110.900001526,26.0404158773022,26.8644612416404,3598,101.69922624799632,26.5488075663456
30,915677,2021,7,0.759999990463,16.3000011444,20.5,29.2000007629,14.6999998093,30016.1290323,29664.2903226,10.403333346,107.400001526,23.4634542255732,24.4272670015306,3598,101.69922624799632,26.5488075663456
31,915677,2021,8,0.839999973774,20.8000011444,22.8999996185,33.2999992371,15.1999998093,30248.3870968,29643.6129032,18.0116664569,99.2000045776,24.7388318565984,25.886089360306,3598,101.69922624799632,26.5488075663456
32,915677,2021,9,0.839999973774,17.7000007629,20.8999996185,30.1000003815,12.9000005722,29763.3333333,29395.9,9.57000005245,92.8000030518,22.3889922487506,23.9118746711848,3598,101.69922624799632,26.5488075663456
33,915677,2021,10,0.829999983311,19.3999996185,21.3000011444,32.9000015259,13.4000005722,29358.0645161,29277.3225806,10.6550000111,73.0,24.779597351654,24.7708618884278,3598,101.69922624799632,26.5488075663456
34,915677,2021,11,0.939999997616,28.3999996185,27.8999996185,43.7999992371,16.2000007629,28440.0,28774.1666667,11.0533335209,73.40000152589998,23.0849174857712,24.3923251486258,3598,101.69922624799632,26.5488075663456
35,915677,2021,12,1.10000002384,33.9000015259,37.1000022888,54.5,20.3999996185,28206.4516129,28504.6129032,11.8383334478,70.0999984741,23.818696396772,24.9310120475748,3598,101.69922624799632,26.5488075663456
36,915677,2022,1,1.73000001907,38.7000007629,40.6000022888,56.6000022888,23.3000011444,28186.9354839,28413.6451613,13.2800002098,78.8000030518,26.3024797740882,26.7800184304538,3598,101.69922624799632,26.5488075663456
37,915677,2022,2,1.37999999523,29.1000003815,28.1000003815,42.2000007629,24.0,28251.5,28518.0714286,13.2183332443,88.7000045776,21.1456446495548,21.7600388964642,3598,101.69922624799632,26.5488075663456
38,915677,2022,3,1.52999997139,37.7999992371,36.0,61.2999992371,22.6000003815,29038.516129,29308.0,12.9766664505,123.200004578,23.3702759511604,23.9235219554864,3598,101.69922624799632,26.5488075663456
39,915677,2022,4,1.02999997139,27.8000011444,27.6000003815,48.7000007629,18.2000007629,29120.7,29408.2333333,10.0416665077,118.0,24.0196120509746,24.5087979916418,3598,101.69922624799632,26.5488075663456
40,915677,2022,5,0.930000007153,23.0,20.1000003815,33.9000015259,15.5,29292.4516129,29410.5806452,11.5633331935,109.800003052,26.0112976665482,26.2384197104294,3598,101.69922624799632,26.5488075663456
41,915677,2022,6,0.810000002384,19.8999996185,15.8000001907,28.5,14.6000003815,29391.0333333,29563.8666667,12.710000356,93.4000015259,25.099897669948,25.6997328114804,3598,101.69922624799632,26.5488075663456
42,915677,2022,7,0.839999973774,20.7000007629,18.3000011444,33.0,18.3000011444,29457.1935484,29691.6774194,0.0,114.400001526,26.133594151715,27.1934970231606,3598,101.69922624799632,26.5488075663456
43,915677,2022,8,0.949999988079,22.8999996185,18.3999996185,36.4000015259,16.8000011444,29417.6774194,29614.8064516,0.588333328565,116.700004578,26.1976542153738,27.3303526137044,3598,101.69922624799632,26.5488075663456
44,915677,2022,9,0.919999957085,22.2000007629,21.6000003815,38.9000015259,29.3000011444,29263.4666667,29388.1333333,9.53000005086,85.0,25.7142919168574,26.9576395160532,3598,101.69922624799632,26.5488075663456
45,915677,2022,10,1.04999995232,26.8000011444,24.8999996185,42.2000007629,24.6000003815,29077.7741935,29247.2903226,9.24500000477,73.90000152589998,25.9763558136434,27.0741123590692,3598,101.69922624799632,26.5488075663456
46,915677,2022,11,1.75999999046,38.4000015259,27.5,52.2999992371,22.2000007629,28504.5666667,28771.6,10.9100002448,95.2000045776,23.4314241937438,23.906051029034,3598,101.69922624799632,26.5488075663456
47,915677,2022,12,1.7199999094,36.9000015259,38.4000015259,61.7999992371,25.3000011444,28181.7419355,28403.5806452,9.13499999046,81.40000152589998,23.047063811791,23.5973979950416,3598,101.69922624799632,26.5488075663456
